Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,PriorExperience
33,Current employee,Travel_Rarely,3,2,Human Resources,Female,2,Laboratory Technician,Single,12682,0,Yes,10,9,1
33,Current employee,Travel_Rarely,3,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Medical,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,0,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Medical,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
33,Current employee,Travel_Rarely,3,2,Human Resources,Female,2,Laboratory Technician,Single,12682,0,Yes,10,9,1
33,Current employee,Travel_Rarely,3,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,0,Yes,10,9,1
59,Current employee,Non-Travel,2,4,Human Resources,Female,2,Laboratory Technician,Single,12682,9,No,30,3,27
42,Current employee,Travel_Frequently,26,3,Marketing,Female,2,Laboratory Technician,Single,12682,5,No,23,20,3
29,Current employee,Travel_Rarely,15,2,Life Sciences,Male,1,Human Resources,Single,18437,1,No,1,1,0
27,Current employee,Travel_Rarely,6,4,Medical,Female,2,Laboratory Technician,Single,12682,0,No,6,5,1
33,Current employee,Travel_Rarely,3,2,Human Resources,Female,2,Laboratory Technician,Single,12682,0,Yes,10,9,1
45,Current employee,Travel_Frequently,7,3,Life Sciences,Female,2,Laboratory Technician,Single,12682,4,Yes,9,1,8
57,Current employee,Travel_Rarely,1,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,1,No,5,5,0
33,Current employee,Travel_Rarely,3,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Medical,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,0,Yes,10,9,1
29,Current employee,Travel_Rarely,15,2,Medical,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
33,Current employee,Travel_Rarely,3,2,Human Resources,Female,2,Laboratory Technician,Single,23352,4,No,10,2,8
33,Current employee,Travel_Rarely,3,2,Life Sciences,Female,2,Laboratory Technician,Single,12682,1,Yes,10,9,1
31,Current employee,Travel_Rarely,26,1,Life Sciences,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Human Resources,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Divorced,15170,2,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Technical Degree,Male,1,Research Scientist,Divorced,15170,4,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Life Sciences,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Technical Degree,Male,1,Research Scientist,Divorced,15170,4,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Human Resources,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Divorced,15170,2,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Life Sciences,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Life Sciences,Male,3,Research Director,Married,15067,4,Yes,17,0,17
50,Current employee,Travel_Frequently,1,3,Life Sciences,Male,1,Research Scientist,Divorced,15170,3,Yes,28,8,20
18,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Male,1,Research Scientist,Divorced,15170,1,No,0,0,0
31,Current employee,Travel_Rarely,26,1,Life Sciences,Female,3,Sales Executive,Married,2890,0,No,10,9,1
37,Current employee,Travel_Rarely,2,3,Marketing,Male,1,Research Scientist,Divorced,15170,4,Yes,17,3,14
38,Current employee,Travel_Rarely,1,3,Human Resources,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
31,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Research Scientist,Divorced,15170,7,No,15,12,3
49,Current employee,Travel_Rarely,7,4,Life Sciences,Male,1,Research Scientist,Divorced,15170,1,No,10,10,0
38,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Divorced,15170,2,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Technical Degree,Male,1,Research Scientist,Divorced,15170,4,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Life Sciences,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
31,Current employee,Travel_Rarely,26,1,Technical Degree,Male,1,Research Scientist,Divorced,15170,4,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Human Resources,Male,1,Research Scientist,Divorced,15170,1,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Divorced,15170,2,No,5,5,0
38,Current employee,Travel_Rarely,1,3,Human Resources,Female,1,Research Scientist,Married,10293,2,Yes,4,4,0
38,Current employee,Travel_Rarely,1,3,Human Resources,Male,2,Laboratory Technician,Single,8770,1,No,9,5,4
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
33,Current employee,Travel_Rarely,2,3,Human Resources,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
33,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
33,Current employee,Travel_Rarely,2,3,Human Resources,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
33,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,3,Research Director,Single,25258,4,No,16,5,11
25,Voluntary Resignation,Travel_Rarely,5,3,Marketing,Male,1,Laboratory Technician,Divorced,8758,1,Yes,6,6,0
35,Current employee,Travel_Rarely,16,3,Marketing,Male,1,Laboratory Technician,Divorced,8758,0,No,12,11,1
20,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,1,No,1,1,0
33,Current employee,Travel_Rarely,2,3,Human Resources,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
33,Current employee,Travel_Frequently,5,4,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,6,No,6,4,2
35,Current employee,Travel_Rarely,7,1,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,1,Yes,1,1,0
33,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
33,Current employee,Travel_Rarely,2,3,Human Resources,Male,1,Laboratory Technician,Divorced,23352,8,No,9,5,4
33,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,0,No,3,2,1
34,Current employee,Travel_Rarely,19,2,Medical,Male,1,Laboratory Technician,Divorced,8758,1,No,3,2,1
28,Voluntary Resignation,Travel_Rarely,24,3,Life Sciences,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
42,Current employee,Travel_Rarely,10,3,Human Resources,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
42,Current employee,Travel_Rarely,10,3,Medical,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Other,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Life Sciences,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Other,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
42,Current employee,Travel_Rarely,10,3,Human Resources,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
42,Current employee,Travel_Rarely,10,3,Medical,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Life Sciences,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
25,Current employee,Travel_Rarely,7,1,Medical,Male,1,Laboratory Technician,Single,12947,1,No,2,2,0
36,Current employee,Travel_Frequently,18,4,Life Sciences,Male,1,Laboratory Technician,Single,12947,4,No,4,1,3
42,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Laboratory Technician,Single,12947,1,No,10,10,0
42,Current employee,Travel_Rarely,10,3,Human Resources,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
43,Current employee,Travel_Frequently,10,4,Life Sciences,Male,1,Laboratory Technician,Single,12947,1,No,2,2,0
42,Current employee,Travel_Rarely,10,3,Medical,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Other,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Life Sciences,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
28,Voluntary Resignation,Travel_Rarely,24,3,Other,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
42,Current employee,Travel_Rarely,10,3,Human Resources,Male,1,Laboratory Technician,Single,12947,5,Yes,6,4,2
42,Current employee,Travel_Rarely,10,3,Medical,Male,1,Laboratory Technician,Single,12947,1,Yes,6,4,2
29,Current employee,Travel_Rarely,21,4,Life Sciences,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Human Resources,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Medical,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Other,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Life Sciences,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Other,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Human Resources,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Medical,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Life Sciences,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Life Sciences,Male,2,Laboratory Technician,Married,15998,1,Yes,10,10,0
22,Current employee,Travel_Rarely,15,3,Medical,Female,3,Manufacturing Director,Divorced,10195,1,No,1,0,1
51,Current employee,Travel_Rarely,2,3,Medical,Female,3,Manufacturing Director,Divorced,10195,5,No,13,4,9
29,Current employee,Travel_Rarely,21,4,Life Sciences,Female,1,Laboratory Technician,Single,7181,0,No,12,11,1
43,Current employee,Travel_Rarely,6,4,Other,Female,3,Manufacturing Director,Divorced,10195,4,Yes,21,1,20
38,Current employee,Travel_Frequently,10,4,Human Resources,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
27,Current employee,Travel_Rarely,5,3,Life Sciences,Female,3,Manufacturing Director,Divorced,10195,6,No,6,2,4
38,Current employee,Travel_Frequently,10,4,Medical,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Other,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Life Sciences,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
29,Current employee,Travel_Rarely,21,4,Other,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Human Resources,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Medical,Female,3,Manufacturing Director,Divorced,10195,1,No,10,10,0
38,Current employee,Travel_Frequently,10,4,Human Resources,Female,1,Research Scientist,Married,22490,2,No,5,3,2
38,Current employee,Travel_Frequently,10,4,Human Resources,Female,1,Laboratory Technician,Married,22102,1,No,10,9,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
44,Current employee,Travel_Frequently,1,5,Human Resources,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
44,Current employee,Travel_Frequently,1,5,Life Sciences,Male,1,Research Scientist,Divorced,15053,2,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,3,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,3,Yes,7,6,1
44,Current employee,Travel_Frequently,1,5,Human Resources,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
44,Current employee,Travel_Frequently,1,5,Life Sciences,Male,1,Research Scientist,Divorced,15053,2,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Single,26278,1,No,6,6,0
51,Current employee,Travel_Frequently,1,4,Medical,Male,1,Research Scientist,Divorced,15053,3,No,23,13,10
41,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Research Scientist,Divorced,15053,1,No,22,22,0
38,Current employee,Travel_Rarely,1,1,Life Sciences,Male,1,Research Scientist,Divorced,15053,3,No,8,0,8
44,Current employee,Travel_Frequently,1,5,Human Resources,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
27,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Research Scientist,Divorced,15053,1,No,5,5,0
44,Current employee,Travel_Frequently,1,5,Life Sciences,Male,1,Research Scientist,Divorced,15053,2,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,3,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
32,Current employee,Travel_Rarely,5,2,Life Sciences,Male,1,Research Scientist,Divorced,23300,1,No,10,10,0
44,Current employee,Travel_Frequently,1,5,Human Resources,Male,1,Research Scientist,Divorced,15053,0,Yes,7,6,1
44,Current employee,Travel_Frequently,1,5,Life Sciences,Male,1,Research Scientist,Divorced,15053,2,Yes,7,6,1
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Human Resources,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Other,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,9125,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,10558,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Human Resources,Male,1,Laboratory Technician,Married,14363,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Other,Male,1,Laboratory Technician,Divorced,16102,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Human Resources,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Other,Male,1,Laboratory Technician,Divorced,7324,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,9125,1,Yes,1,1,0
22,Current employee,Non-Travel,16,2,Medical,Male,1,Laboratory Technician,Divorced,10558,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Human Resources,Male,1,Laboratory Technician,Married,14363,1,Yes,1,1,0
24,Voluntary Resignation,Travel_Rarely,22,1,Other,Male,1,Laboratory Technician,Divorced,16102,1,Yes,1,1,0
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,2,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,1,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,2,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,1,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,2,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Research Scientist,Divorced,15717,7,Yes,17,13,4
53,Current employee,Travel_Rarely,2,4,Life Sciences,Male,4,Research Director,Married,2288,6,No,26,3,23
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,1,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,2,No,31,25,6
53,Current employee,Travel_Rarely,2,4,Life Sciences,Female,4,Manager,Married,22021,1,No,31,25,6
38,Current employee,Travel_Rarely,2,3,Life Sciences,"",1,Research Scientist,Single,4306,5,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Human Resources,Male,1,Research Scientist,Single,4306,5,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Medical,Male,1,Research Scientist,Single,4306,3,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Human Resources,Male,1,Research Scientist,Single,4306,5,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Medical,Male,1,Research Scientist,Single,4306,3,Yes,6,3,3
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Research Scientist,Single,4306,5,Yes,6,3,3
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Research Scientist,Single,4306,2,Yes,6,3,3
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Research Scientist,Single,4306,5,Yes,6,3,3
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,2,Manufacturing Director,Married,17736,1,No,5,5,0
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Laboratory Technician,Single,19225,0,No,6,5,1
30,Voluntary Resignation,Travel_Frequently,8,3,Human Resources,Male,1,Research Scientist,Single,4306,5,Yes,6,3,3
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,1,Research Scientist,Single,4306,2,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Medical,Male,1,Research Scientist,Single,4306,3,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Human Resources,Male,1,Research Scientist,Single,4306,5,Yes,6,3,3
30,Voluntary Resignation,Travel_Frequently,8,3,Medical,Male,1,Research Scientist,Single,4306,3,Yes,6,3,3
38,Current employee,Travel_Rarely,2,3,Life Sciences,Male,2,Human Resources,Divorced,10425,0,Yes,6,3,3
24,Current employee,Non-Travel,11,2,Other,Female,2,Manufacturing Director,Divorced,8232,0,No,5,4,1
38,Current employee,Non-Travel,2,3,Human Resources,Female,2,Manufacturing Director,Divorced,8232,0,No,5,4,1
38,Current employee,Non-Travel,2,3,Life Sciences,Female,2,Manufacturing Director,Divorced,8232,1,No,5,4,1
24,Current employee,Non-Travel,11,2,Medical,Female,2,Manufacturing Director,Divorced,8232,1,No,5,4,1
